Yazar,Tarih,Baslik,Sikayet,Kaynak
il prodiere,02.05.2014 18:06,IKEA Genel,"modern mobilya isini hakkiyla yapiyorlar ama klasik mobilya taklitleriyle de büyük ironiye imza atıyorlar

modern mobilyalari akillica uretilmis, gereksizlikten uzak, rüküş değil ve olabildigince ucuz. daha tutucu yaklaşımda olanlar iste süslü püslü klasik gorunumlu modellere yöneliyorlar ve ister istemez hayal kırıklığına uğruyorlar. eski evladiyelik mobilyalar gibi gözüken şeyler ucuz seri üretim mal çıkınca hayal kırıklığına uğramamak mümkün değil.

ne beklemek gerektiğini iyi anlayıp ondan sonra eleştirmek lazım.",Ekşi Sözlük
hayir bu koyden olsam nolcak,24.05.2014 23:18,IKEA Genel,internet sitesinin yavaşlığı insanı verem eden firma.,Ekşi Sözlük
melengich,24.05.2014 23:36,IKEA Genel,"dandik ama sade tasarımlı ürünler satan mağaza. ayrıca kimisi ucuz demiş ama dostum mutfak dolabı alırken gövde ayrı, kapak ayrı, kulbu ayrı fiyatlandırıyorlar üstelik nakliye ve montaj da yok. sonuçta sen aman ne ucuz derken kazık yiyip çıkıyorsun ikeadan. şahsen ben hiç alışveriş etmediğim gibi eğer ucuz mobilya istiyorsam ikea kalitesinde yarı fiyatına satan yerlerden alıyorum hem nakliye içinde hem montaj.",Ekşi Sözlük
ml in neverland,24.05.2014 23:38,IKEA Genel,"bu markanın sırrını çözdüm;

insana eşya değil, hayal satıyorlar.",Ekşi Sözlük
gelidis,24.05.2014 23:51,IKEA Genel,"almayı düşündüğün şeyi daha ucuza aldığını sanırken almayı düşünmediğin bir sürü şeyi aldıran, üstüne bir sürü top köfte yedirip tok karnına eşya taşıtan ve günün sonunda alet çantası ile güreşmeni sağlayan pazarlama sporları olimpik tesisi",Ekşi Sözlük
chopiano,24.05.2014 23:54,IKEA Genel,aile babası kızdırmaya ve sinirlendirmeye yarayan mekan. aldığı dolabı kuramayıp evde çatmadığı şey kalmayan babaların uğrak yeridir.,Ekşi Sözlük
dunyanineniyiinsani,26.05.2014 16:52,IKEA Genel,benim için mutluluğun resmidir.,Ekşi Sözlük
gri balikcil,27.05.2014 10:26,IKEA Genel,"mobilyalarını monte etmekten azami derecede keyif aldığım firma. hani böyle karne hediyesi almış veya bayram şekerlerini günün sonunda kucağına dökmüş çocuk gibi. abartıp ""ikea mobilyası monte edilir"" şeklinde ilan filan açmak istiyorum.",Ekşi Sözlük
carlos35,27.05.2014 10:47,IKEA Genel,pratik ürünler satan büyük alışveriş merkezi. fiyatları biraz tuzludur.,Ekşi Sözlük
cekuu58,27.05.2014 10:49,IKEA Genel,"büyük mobilyalarda kazık ancak küçük aparatlarda, incik cincik şeylerde ucuz ve çeşitlidir. ucuz derken 1 milyoncudaki kalitesiz malzemeler ile kıyaslamayın lütfen bu kaliteli ucuz :d",Ekşi Sözlük
no thank you,31.05.2014 14:20,IKEA Genel,billy adli urunlerine ne oldugunu merak ettigim avrupali mobilyaci seysi. once haftalarca stok gorunmedi subelerinde simdi satin al butonunu tamamen kaldirmislar.neler oluyor kuzum?,Ekşi Sözlük
upsskirt,02.06.2014 09:32,IKEA Genel,"gıda marketi'nde alkol satış uygulaması kaldırılmış. neler oluyor kuzum? ruhsatınız mı yoktu, geçerlilik süresi mi bitti? ya da...",Ekşi Sözlük
kirmizipilotkalem,02.06.2014 09:54,IKEA Genel,"gerçekten çok yaratıcı, ve göz zevkine hitap eden ürünlere sahip firma..",Ekşi Sözlük
indigo cocuk,02.06.2014 09:58 ~ 10:04,IKEA Genel,"uzaktan güzel olup, yaklaştıkça kusurları göze göze batan kız gibi marka...

of betonarme hatuna bah... priket la priket!... kalebodur mu ne sanki la?... fayans mı ki?... şap mı la o?

yok yeaa güzel değilmiş olum...",Ekşi Sözlük
dis perisi,02.06.2014 10:04,IKEA Genel,"market reyonunda ballerina diye harika biskuvileri satan firma. hatta bir cesidi negro oreoyu ezip gececek kadar harika.
keske olsa da caya bandira bandira yesek.",Ekşi Sözlük
loosey,04.06.2014 01:56,IKEA Genel,"nurus beğendiğim çalışma koltuğu modeline 2500 tl çektikten sonra ben de okkalı bir hadi len çekip buranın yolunu tuttum.

bir iki modeli inceledikten sonra şunda karar kıldım ki, odak noktam sadece oturma kıamının yerden yüksekliğinin 55cm den fazla olmasıydı.

genel izlenim malzeme kalitesinin iyi olduğu, masa, sehpa, koltuk vs de fazlasıyla hissedilen ""aceleye getirilmiş"" ya da ""orta vadede elde kalacağım"" diye bas bas bağıran bir durumu yok.

ha herşeye rağmen ikea'dan bir şikayetim de var. tamam o taşıma arabalarıyla kapıya kadar çıkmaya izin veriyorsunuz da taksilerin kapıda durmasını neden yasakladınız?. millet elinde koca koca kutularla ufukta sarı araba alıyor.",Ekşi Sözlük
kutsalbilgenerede,04.06.2014 01:59,IKEA Genel,isveç köftesini özlediğim mekan. aile kartım bile var ne işe yaradığını bilmediğim.,Ekşi Sözlük
ed gein jr,06.06.2014 12:40,IKEA Genel,tüketicilerin çayıra yayılan inekler misali yayıldığı mağaza. bu şehvetle müze gezseydiniz biraz tarih-doğa sevginiz olurdu davarlar...,Ekşi Sözlük
vardevela,06.06.2014 12:58,IKEA Genel,"kalite konusunda kesinlikle haksızlık yapılmaması gereken olan firmadır. bağlantı parçalarının ve menteşelerinin kalitesi gerçekten çok iyi.

modakodan alacağınız mobilyaların, ahşabın kendi ağırlığına dayanmayan menteşeleri yüzünden gönyeden kaçma olasılığı çok daha yüksek.

ancak ucuz olduğu doğru değildir.",Ekşi Sözlük
make the world go away,19.06.2014 06:51 ~ 06:52,IKEA Genel,"butun urunlerini severek kullandigim sirket. o kadar severim ki kitaplik orneklerine dizdikleri kitaplari alip kurcalar, ""ne anlatiyor lan acaba bunda :)))"" diye merak ederim zaman zaman. seytan diyor git ogren, oku. basa ne geliyorsa meraktan tabii, ehue ehue ehu eh. bunlarin bir sandalyesini gordum en son magazada, geleneksel japon tasarimini contemporary akimina uydurmus tasarimcisi japon abimiz. farkli agac tipleriyle farkli modelleri mevcirtmis. ilk defa bir sandalyeye hayran olmami sagladi.

yalniz en son bir urunlerini aldim, beni hayal kirikligina ugratti biraz. mimar usulu masa lambasi. 3-4 sene evvel ayni tip baska bir lamba almistim ikea'dan. en son gelen modellerin malzeme kalitesinde ciddi farklilik var. lambayi tutup cevirebilmek icin tutacak cubuk yok. eldiven takip mi cevirecegiz hyammina. olmadi ikea.",Ekşi Sözlük
paez,19.06.2014 11:53 ~ 11:57,IKEA Genel,"online satışında nakliye ücreti mantığı komedi olan firma.

bunu alırsanız 80 liranın altında olduğu için 10 lira kargo ücreti ödüyorsunuz

bunu alırsanız 80 liranın üstünde olduğu için bedelin %13'ü olan 69 lira kargo ödüyorsunuz. ebat olarak nerdeyse aynılar yani kargo açısından aynı ücrete tabi olmaları lazım ama birisi kumaş birisi ne sikim olduğu belli olmayan bi plastikten yapıldı diye 7 kat fazla kargo ücreti ödüyoruz, süper.

hadi sandalyeyi geçtim kanepeyi alacak kadar çılgınsınız diyelim 455 lira kargo ödüyorsunuz. aqdumun kanepesini ankaradan ürdün'e kargoyla yollasam herhalde anca 450 lira tutar.

kısacası bu %13 kargo muhabbetiyle internet sitesinden bir şey almak tam bir gerizekalılık. mağazasından almak çekilen çileye rağmen biraz daha az gerizekalılık diyebilirim.",Ekşi Sözlük
exceptional zat,19.06.2014 12:07,IKEA Genel,"""muadili çıksa da rahatlasak..."" dediğimdir. her yerde maskros* sarkıt lamba görmekten sıkılmadık diyelim, kassett kutu setleri, sörli aynalar da mı gına getirmedi? la her yerde aynı ürün! hangi eve gitsem -özellikle genç jenerasyondan söz ediyorum- aynı aydınlatmalar, aynı raf üniteleri, aynı hede... bir dizi başlayacak olsa ilk işleri ikea'ya gidip dekorasyon işini halletmek oluyor. televizyonda, dergilerde, günlük hayatta hep aynı ürünleri görüyor olmak fenalar getirdi artık. sıkıldım! evet, bizim için müthiş bir kolaylık oldu. evet, bugün yine evimin bir ihtiyacı olduğunda ilk oraya gidiyorum; ama neden? bu mecburiyetin temelinde ne var? tasarımı iyi ve kullanışlı olan, modern çizgiler taşırken fiyatı da uçmayan başka bir seçeneğimiz ne zamana kadar olmayacak? tj maxx ne zaman gelecek ülkemize mesela? bitsin bu kabus...

(bkz: yalvarırım tj maxx gelsin)",Ekşi Sözlük
arboga nehrinin kiyisinda uyuyan adam,19.06.2014 12:11,IKEA Genel,norvec' teki magazalarinda mutlaka bir kac isvecli zipir calisir.,Ekşi Sözlük
dastan,19.06.2014 12:23,IKEA Genel,"zamaninda koltuklarinda uyuyakaldigim magaza. will farell falan vardi tvde, kalabaligi unuttugum an daldim gittim. biri de gelip uyandirmadi be:( niye tek gittiysem.

o ikili koltuklardan eve aldik bi tane. cok da kalitesi yok ama gayet rahat.",Ekşi Sözlük
baskin,19.06.2014 12:24,IKEA Genel,muadilinin acilen cikmasi gereken firma. ben bu atilimi bim'den bekliyorum. yapsa yapsa bim yapar.,Ekşi Sözlük
imsoempty,24.06.2014 19:54,IKEA Genel,yasemin evcim gece jimnastiği temalı reklamları insanı eskiye götürmüştür.,Ekşi Sözlük
rakutin,26.06.2014 02:29,IKEA Genel,(bkz: lego),Ekşi Sözlük
almadangelme,26.06.2014 02:36,IKEA Genel,"insanların, aslında ihtiyaç duymadıkları saçma sapan şeylere dünyanın parasını bayıldığı yer.",Ekşi Sözlük
deplasmandadersin,26.06.2014 02:46,IKEA Genel,(bkz: büyüklere lego),Ekşi Sözlük
one size fits all,26.06.2014 03:30,IKEA Genel,pahali mobilyaci. kofteleri mobilyalarindan daha guzel olan evinizin her seyi.,Ekşi Sözlük
butunnicklerkapilmis,26.06.2014 22:42,IKEA Genel,"her sene saçma sapan bi heyecanla ""acaba ne zaman kapıma asacaklar?"" diye broşürlerini beklediğim mağaza.",Ekşi Sözlük
cilginordekyavrusu,28.06.2014 11:01,IKEA Genel,"renkli plastik çekmeceleri olan oyuncak dolabını, doğumda çocukla birlikte verdiklerini düşündüğüm mağaza. her evde mi olur yahu.",Ekşi Sözlük
cupid of hatred,28.06.2014 11:50,IKEA Genel,"tasarım ürünleri pahalı, tasarım olmayan ürünleri de piyasa ile benzer fiyatlara satılan, karyolaları kullanışlı olmayan, ucuz diye aldığınız ürünlerle kasaya gittiğinizde bir dünya para ödemeniz gerekebilen ev aksesuarları ve mobilya satan dev market.

çalışma masasını ve kitaplığı buradan alayım dedim. alınabilecek en ucuz masa 150 tl civarındaydı. onun yerine gittim masayı da kitaplığı da, yanına da bonus olarak yan sehpayı hepsiburadan.com dan aldım 240 tl verdim. pişman değilim. ucuz diye ikea tercih ediyorsanız, yanlış tercih. tasarıma para veririm ama çok da param yok derseniz o zaman iyi bir alternatif olabilir.",Ekşi Sözlük
sourtimesadness,28.06.2014 12:02,IKEA Genel,"bana mobilyacıdan çok restoranı çağrıştıran marka.
çok güzel yemekleri sınırsız içecek keyfiyle sunmaları sayesinde vazgeçilmezimdir.",Ekşi Sözlük
freedfrom,28.06.2014 12:09,IKEA Genel,(bkz: ikea'da kaybolan iyi giyimli kürklü maymun),Ekşi Sözlük
wiggin,28.06.2014 12:15 ~ 12:18,IKEA Genel,"şunu rahatlıkla söyleyebilirim ki kutuyu açıp birleştirmeye giriştiğinizde diğer demonte ürün gönderen firmalarla farkını anlarsınız. ikea ürününü yarım saatte kurup senelerce kullanırsınız, diğerini 2 gün kurmaya çalışıp sonunda delirir tekme tokat dalarsınız. sonrası hırdavatçıdan 20 tane l demir alıp toplamaya çalışmak ve yamuk bir dolap.",Ekşi Sözlük
cellist kedi,30.06.2014 04:00 ~ 13:32,IKEA Genel,"burda devamlı bok atıldığına bakmayın. 24 liraya lack sehpa alıp sonra kaliteden bahsediyorlar.

eğer country stilini seviyorsanız gerçek ağaç olan hemnes, ingatorp, liatorp, isala serisi gayet güzeldir. diğer country mobilyalara kıyasla makul, bildiğimiz tip mobilyalardan pahalıdır. yine burda denediklerim hariç(country için ektorp, modern için söderhamn, kıvık)artık hiçbir koltuğu rahat bulmuyorum.

ferforje karyolası, kumaşları, çeşitli vintage görünümlü objeleri(tepsilerden, saksılara kadar) benim evimin her şeyi olmaya adaydır kendileri.

edit:iliketomoveit hatırlattı, stockholm serisi de kalitelidir.",Ekşi Sözlük
laborant,30.06.2014 05:00,IKEA Genel,"bursa şubesinde kaybolduğumuz yerdir. otobüsün kalkmasına az zaman kaldığını gördüğümüzde panikle görevliye çıkışı sorup, yerdeki ok işaretleri ile çıkışı zor bulmuştuk... her oda birbirine benziyordu korku filmi gibiydi... (bunca çile 4,95 tl bitki çayı süzgeci içindi eşime çok tşk.)",Ekşi Sözlük
kanzuk,06.07.2014 20:51,IKEA Genel,"kullandıkları ""kod 500"" yaralanma veya benzeri sağlık sorununa ilişkin anonsmuş, doktor yönlendiriliyormuş.",Ekşi Sözlük
asaltek,08.07.2014 21:49,IKEA Genel,"ilk zamanlar koca mekanda adam gibi bir şey yok dedirten, utana sıkıla da olsa, o 3-5 liralık zımbırtılardan almak zorunda hissettiğimiz, sonraları ""ya şu da güzelmiş be, gözümüzden kaçmış bak"" deyip, 3-4 sene sonrasında ise yav adamlar harbi ileri görüşlüymüş"" diye mevzuyu hortlatan, öğrencinin ve mali olarak henüz o seviyeden kopamayanların mobilya ve dekorasyon mağazasıdır.

dolapları ve yatakları kullanışlıdır, masalar ve raflar işinizi görür ve evinizi şekillendirir, sandalye ve koltuklar ise üst kalitedir.

daha ne olsun hacı?",Ekşi Sözlük
kanzuk,10.07.2014 17:26,IKEA Genel,"zamaninda bir ikea montaj ekibi calisani soylemisti, ""dolaplarini ve besta tv setlerini almayin, cabuk deforme oluyorlar."" diye. bende besta var, bir sorun yasamadim ama dedigine gore bir tasinmada(demontaj/montaj nedeniyle) kendini birakiyormus. dolaplari ise fiyat performans acisindan pek cekici gelmiyor, saglam gorunmuyor ve hic ucuz degil.",Ekşi Sözlük
stracciatella,12.07.2014 16:07,IKEA Genel,"ümraniye ikea'da şahit olduğum üzere ikea'yı kendi memleketimizin bir parçası haline getirmeyi başarmışız. yerel tatlar, ramazan keyfi derken bu hoşlukların yanında bugün geldiği durum anlamsız bir hal almış. kasada upuzun bir kuyrukta bekleyen insanlara kasanın kapalı olduğunu söyleyip milleti bekletirken hemen ardından en son gelen inancı gereği kapalı insanları kasadan geçirmek, bunu da o güruhun gözleri önünde yapmak ufak çapta bir isyana sebebiyet verdi haliyle. peki bu neyin kafasıdır? insanlar konuya dair normal tepkilerini gösterdiklerinde sorumlu bir kişiyi olaya müdahil etmek yerine güvenlik görevlilerini ortaya dökmek hem gereksiz olmuş hem de zaten içleri dolup şişmiş insanlara haklı olarak farklı şeyler düşündürmüştür. bunun üzerine giderayak gıda bölümünde ürünlere göz gezdirirken duyduğum ve gördüğüm kadarıyla artık alkollü ürünlerinin de satılmadığını öğrenmiş bulunmaktayım. tabii bütün bunları isveçlilerin ruhu bile duymuyordur.",Ekşi Sözlük
aslaaslademe,12.07.2014 16:19,IKEA Genel,birgün evim olduğunda oturma odamı oradan almayı planladığım marka.yalnız bi de beni rahatsız eden ikeayı normal bir eve bir aksesuar olarak alınca babanın isveçli bir hanımdan olan gayrimeşru çocuğu gibi duruyor diğer eşyaları yanında bu yüzden alınca komple odayı almak lazım,Ekşi Sözlük
cvsvsvs,13.07.2014 00:07,IKEA Genel,çamaşır odasına 25'e 60 cm raf almaya diye gidip tüm bagajı tıkabasa doldurduğun yerdir.,Ekşi Sözlük
wrath,15.07.2014 16:07,IKEA Genel,ingiliz ellerde dönen yeni bir reklam yayınlamış. reklam mı rüya mı nedir çözemedim öyle eşsiz bir çalışma. : http://youtu.be/lnxmlxbmkri,Ekşi Sözlük
ramsey04,17.07.2014 00:32,IKEA Genel,müzikleri baş ağırtıcı resmen ben buraya neden geldim ki dedirtiyor.,Ekşi Sözlük
visnelirecelli,17.07.2014 02:02 ~ 02:02,IKEA Genel,her gittigimde kayboldugum magaza,Ekşi Sözlük
pamukprensesioperekuyandiranyamukprens,19.07.2014 18:07 ~ 18:09,IKEA Genel,"barınakta yaşayan hayvanların sahiplendirilmesi için güzel bir uygulama başlatmış olan mobilyacı.

http://www.kopekli.com/…in-harika-bir-yontem-buldu/

umarım bu uygulamayı türkiye'de de görürüz.",Ekşi Sözlük
filth01,28.07.2014 02:50,IKEA Genel,(bkz: günaydın kardeş),Ekşi Sözlük
derrec,28.07.2014 02:54,IKEA Genel,"ılgi cekici, yaratici, akil alici...",Ekşi Sözlük
kel degil alni genis aynak,04.08.2014 18:23,IKEA Genel,"marangoz yetiştiren eğitim yuvası.

yeni evlenen ve evini ikeadan döşeyen evli çiftler eğer montaj hizmeti almazlarsa 3. dolaptan sonra marangoz dükkanlarını açabilecek kıvama geliyorlar.",Ekşi Sözlük
nutella yiyen ayi,04.08.2014 18:27,IKEA Genel,"koltukları ve yatakları inanılmaz rahat dekorasyon markası (marketi mi deseydim bilemedim ama marka dimi ya?)

ha bir de içeride yaptıkları dekorasyonlar ve oda betimlemelerini kırk yıl uğraşsak evde yapamayız. nasıl güzel yerleştiriyorlar o eşyaları aklım duruyor, hayranlıkla bakıyorum.",Ekşi Sözlük
msi,04.08.2014 18:35,IKEA Genel,"koltukları, dolapları ve her türlü bilimum ıvır zıvırının kurulum ve kullanma talimatlarını, gerizekalıların bile hiç zorlanmayacağı derecede anlaşılır olarak hazırlar.",Ekşi Sözlük
yeisyeis,09.08.2014 00:49,IKEA Genel,vida arttirmadan montaj yapabilirim insallah duasiyla ciktigim,Ekşi Sözlük
kedigil,09.08.2014 00:53,IKEA Genel,"bir girenin, bir de girmeyenin pişman olduğu mağazalar zinciri. giren çıkışa gidecek diye baştan aşağı dolaşmak zorunda kalıyor, girmeyen de içeriyi göremediğinden içi içini yiyor.",Ekşi Sözlük
nick blender,12.08.2014 16:25,IKEA Genel,"her daim isveç vurgusu yapıyorlar ya, insan ister istemez biraz kaliteli hizmet bekliyor. yurtdışındaki mağazalarını bilmem ama maalesef ki bu beklenti türkiye için karşılıksız kalıyor.

geçtiğimiz hafta mobilya alışverişi için mağazalarını ziyaret ettim. kuruluma ayırabileceğim zaman kısıtlı olduğu için ilgili departmanlarda nakliye hizmetlerinin ne şekilde işlediği ve beğendiğim ürünlerin stok bilgisini sordum. aldığım cevap stoklarında ürünlerin bulunduğu ve nakliyenin en geç 48 saat içerisinde dhl aracılığıyla gerçekleştirileceği şeklindeydi. benim için makul bir süreydi ve bu açıklamaya güvenerek depoya doğru ilerliyordum ki başka bir departman görevlisi ikea aile kart çıkartmam halinde taksit ve puan avantajım olacağını, eğer istersem 1 dakika içerisinde kart işlemlerini tamamlayabileceğini söyledi. peki dedim çıkarttırdım ve depo kısmına geçip ürünlerimi bulmaya başladım. listedeki son ve kurulum için mutlak gerekli parçayı bulamayınca görevliye danıştım. aldığım yanıt ürünün stokta olmadığı, depoda bulunduğu, bunuda ancak mağaza kapanınca çıkartabilecekleriydi. peki dedim 1 saat kalmış zaten mağazanın kapanmasına, maksat iş bitsin, bekleyelim. saat 22 oldu, mağaza kapandı, tüm müşteriler çıktı, bizim ürün geldi, kasaya geçtik. kasada bizim sözde 1 dakikada çıkan ikea aile kartın aktive edilmediği ortaya çıktı. çalışması için ne yapabiliriz sorumun yanıtı bekleyelim biraz oldu. bu dahiyane fikirin ardından, saat 23.00 sularında kart çalışmaya karar verdi, ödeme yapıldı, nakliye kısmına geçildi ama sorunlar bitmedi. içeride 48 saat olarak bildirilen teslim süresi en erken 72 saat olarak revize edildi. mağazada aldığım tüm bilgilerin sırayla yanlış çıkması üzerine zıvanadan çıkınca bir yetkili yanıma geldi ancak haklısınız ama yapacak bir şey yok demekten öteye geçemedi. teslimat günü bir yakınımın düğünü var, bari sabahtan teslimatı sağlayın dedim, peki not ettik dediler. sonuç sabahtan gelsin dediğim ürünler 18.15'te evimdeydi.

olayın bir de şikayet değerlendirme kısmı var. kurum kültürünü anlamak için en güzel olay bu oldu sanırım. yaşananları şikayetvar.com aracılığıyla firmaya ilettim, şikayet yayına alındı, ertesi gün firma ""müşterimizle görüşüldü, sorun çözüldü"" şeklinde not düştü. oysa ne beni arayan vardı, ne de çözülen bir sorun.

kıssadan hisse, bana bir hafta boyunca bir kez bile doğruyu söyleyemeyen firmadır.",Ekşi Sözlük
